Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
M,0.39,0.05,1.36,26.00,63.72,-33.45
M,0.36,0.22,1.46,37.48,111.02,-31.86
M,0.37,0.18,1.34,48.22,177.55,-46.45
M,0.33,0.01,1.23,53.04,203.80,-57.13
M,0.23,-0.05,1.20,60.00,218.14,-43.52
M,0.17,-0.08,1.18,56.15,226.01,-31.31
M,-0.08,0.19,1.16,20.14,224.79,8.61
M,-0.11,0.45,0.90,6.29,235.84,9.64
M,-0.25,0.30,0.73,10.25,207.28,-19.53
M,-0.38,0.07,0.64,16.05,152.28,-19.59
M,-0.46,0.32,0.47,-23.19,116.82,25.33
M,-0.48,0.44,0.44,-27.95,94.79,18.25
M,-0.45,0.34,0.41,-25.33,60.30,-15.93
M,-0.45,0.19,0.53,-15.01,35.64,-21.73
M,-0.43,0.16,0.53,-12.63,48.03,-18.98
M,-0.41,0.14,0.25,-12.33,57.25,-11.90
M,-0.40,0.07,0.14,-5.92,32.10,-6.16
M,-0.40,0.11,0.22,-5.13,-6.16,9.83
M,-0.35,0.10,0.20,-8.48,-32.84,8.24
M,-0.34,-0.01,0.35,8.48,-57.68,14.34
M,-0.27,0.05,0.30,0.85,-51.57,26.25
M,-0.24,0.02,0.02,-7.45,-99.98,49.74
M,-0.03,-0.00,0.10,-9.77,-155.94,52.92
M,0.06,0.25,-0.08,-42.91,-240.97,107.48
M,0.29,0.26,0.14,-36.01,-332.28,92.83
M,0.40,-0.08,1.95,-0.67,-404.17,114.62
M,0.37,0.96,1.48,-20.81,-154.85,156.07
M,0.41,1.03,1.22,-39.86,-161.32,81.18
M,0.35,0.20,1.71,-39.18,-177.43,9.95
M,0.39,0.35,1.77,-21.91,-79.22,23.68
M,0.35,0.42,1.71,-5.31,-48.40,19.65
M,0.26,0.46,1.72,-20.26,11.72,-15.38
M,0.29,0.14,1.26,-3.97,52.37,-47.42
M,0.25,0.15,1.61,21.18,36.44,-25.33
M,0.22,0.23,1.50,33.14,96.80,-23.99
M,0.25,0.32,1.37,37.66,129.52,-28.38
M,0.13,0.40,1.11,31.86,134.46,-33.26
M,0.07,0.35,1.32,46.94,135.44,-59.27
M,0.03,0.22,1.10,43.21,169.56,-68.97
M,-0.03,0.22,0.82,16.66,168.03,-48.28
M,-0.09,0.28,0.74,-2.38,144.59,-39.18
M,-0.11,0.23,0.70,7.20,135.07,-44.07
M,-0.11,0.17,0.56,-7.26,116.15,-39.00
M,-0.16,0.25,0.57,-23.19,93.63,-25.63
M,-0.17,0.20,0.37,-9.22,88.01,-31.31
M,-0.16,0.16,0.16,-14.28,42.79,-27.22
M,-0.12,0.03,0.07,-3.30,5.86,-30.46
M,-0.08,-0.11,0.04,-2.69,-67.02,-7.93
M,-0.05,-0.14,0.08,7.81,-149.41,27.59
M,0.05,-0.08,-0.04,23.01,-175.23,47.36
M,0.19,0.20,0.35,22.71,-289.67,93.63
M,0.19,0.43,1.05,5.68,-338.75,100.89
M,0.23,0.10,1.39,10.13,-219.06,27.22
M,0.31,0.48,1.50,-11.72,-149.90,83.13
M,0.38,0.82,1.56,-23.25,-122.31,60.30
M,0.29,0.42,1.58,-7.14,-69.70,-8.06
M,0.30,0.20,1.70,-3.78,-40.47,-14.65
M,0.29,0.62,1.75,-20.26,-10.93,11.96
M,0.25,0.60,1.50,-2.14,37.23,-46.45
M,0.23,0.46,1.49,9.03,51.57,-69.70
M,0.19,0.40,1.40,-2.20,80.93,-76.48
M,0.20,0.37,1.45,-6.59,96.07,-72.33
M,0.18,0.43,1.44,-6.47,130.07,-70.07
M,0.21,0.27,1.08,11.05,193.91,-93.93
M,0.06,0.10,0.69,-5.25,194.03,-83.80
M,-0.03,0.20,0.62,-29.05,158.51,-60.67
M,-0.09,0.26,0.67,-27.16,121.95,-58.78
M,-0.07,0.14,0.57,-10.56,123.84,-70.68
M,-0.10,-0.05,0.39,-6.77,108.15,-60.85
M,-0.19,0.15,0.36,-36.80,64.21,-28.02
M,-0.18,0.23,0.37,-28.99,37.05,-33.45
M,-0.17,0.02,0.34,6.47,6.04,-48.77
M,-0.13,-0.14,0.38,17.76,-17.27,-34.79
M,-0.15,-0.15,0.35,11.11,-27.28,-19.53
M,-0.06,0.00,-0.15,-18.31,-31.37,15.99
M,0.15,0.09,-0.95,-38.94,-71.78,26.37
M,0.62,-0.42,-0.52,57.19,-380.98,-11.11
M,0.52,-0.56,1.54,58.29,-502.32,70.74
M,0.60,0.33,2.19,-25.33,-374.21,159.12
M,0.64,1.44,2.64,-42.30,-179.99,101.87
M,0.44,0.11,2.06,-4.94,-30.64,-111.63
M,0.30,-0.15,1.69,-45.04,-14.65,-67.57
M,0.31,0.29,1.91,-11.29,-20.45,-16.85
M,0.34,-0.05,1.57,7.93,57.01,-36.62
M,0.39,-0.02,1.44,-0.43,74.65,-27.53
M,0.39,-0.14,1.40,14.28,92.65,-38.70
M,0.38,-0.25,1.22,24.72,121.64,-31.56
M,0.34,-0.14,1.08,38.76,140.32,-9.52
M,0.15,0.03,1.00,19.04,142.94,-0.49
M,0.06,-0.07,0.94,40.16,143.25,-16.11
M,-0.18,-0.18,0.88,53.04,127.75,10.99
M,-0.30,0.10,0.87,32.23,117.80,64.27
M,-0.41,0.37,0.87,20.02,110.60,80.32
M,-0.32,0.64,0.86,11.47,111.39,63.35
M,-0.36,0.57,0.73,8.91,112.67,27.10
M,-0.36,0.27,0.65,8.36,88.32,-10.50
M,-0.36,0.18,0.49,-1.46,62.26,14.95
M,-0.33,0.52,0.65,-15.14,23.38,43.21
M,-0.22,0.60,0.76,-0.12,18.74,7.20
M,-0.19,0.10,0.55,0.85,39.37,-34.67
M,-0.21,0.02,0.37,-14.34,35.89,-13.18
M,-0.19,0.16,0.17,-20.14,8.67,9.40
M,-0.16,0.11,0.05,-18.07,-24.96,8.85
M,-0.08,0.09,0.09,-18.07,-78.12,13.55
M,-0.00,-0.04,0.31,4.52,-118.04,16.17
M,0.05,-0.15,0.08,-6.04,-118.23,35.77
M,0.24,-0.07,-0.26,-41.50,-204.77,83.56
M,0.47,0.04,0.94,-38.57,-342.65,90.27
M,0.53,-0.00,1.71,-17.03,-316.04,96.62
M,0.55,0.45,1.38,-44.25,-170.17,119.45
M,0.53,0.86,2.04,-27.71,-189.64,95.95
M,0.52,0.60,2.02,-5.43,-79.28,-22.46
M,0.40,-0.02,2.00,-11.29,-38.57,-37.23
M,0.37,0.18,1.97,-14.77,-2.50,3.85
M,0.39,0.38,1.82,15.93,43.82,-6.35
M,0.29,0.28,1.60,29.54,96.25,-23.68
M,0.33,0.22,1.48,34.42,123.72,-33.69
M,0.31,0.22,1.28,54.38,160.58,-26.06
M,0.26,0.28,1.09,61.77,171.75,-36.56
M,0.21,0.33,0.99,49.32,172.42,-40.28
M,0.15,0.44,0.80,29.11,170.59,-52.06
M,0.10,0.38,0.63,21.42,164.55,-67.20
M,0.05,0.22,0.52,0.92,118.16,-68.60
M,-0.07,0.26,0.56,-22.28,84.23,-54.02
M,-0.06,0.19,0.56,-16.05,86.43,-60.00
M,-0.08,0.08,0.29,-13.43,82.15,-53.53
M,-0.13,0.09,0.18,-1.95,48.52,-41.44
M,-0.16,-0.02,0.08,10.74,25.63,-47.18
M,-0.17,-0.13,0.03,7.20,-29.30,-24.05
M,-0.17,-0.04,0.04,0.49,-59.63,-9.64
M,-0.13,-0.16,-0.18,7.81,-98.51,-7.93
M,-0.01,-0.11,-0.42,8.97,-177.55,20.69
M,0.23,-0.01,0.13,2.26,-281.19,37.60
M,0.29,-0.31,1.47,7.75,-315.00,63.42
M,0.36,0.51,1.66,5.98,-195.98,122.56
M,0.42,1.18,1.83,-41.32,-181.09,109.68
M,0.36,0.48,2.49,3.72,-126.53,-45.04
M,0.29,0.10,2.09,1.83,-33.63,-45.35
M,0.25,0.31,1.73,-1.95,3.05,-0.79
M,0.22,0.43,1.61,-7.20,25.45,-7.81
M,0.23,0.43,1.53,1.22,34.36,-23.93
M,0.21,0.26,1.41,3.36,66.77,-39.37
M,0.12,0.29,0.94,-3.66,98.14,-24.66
M,0.11,0.48,0.98,6.23,68.12,-23.13
M,0.16,0.41,1.17,9.22,66.59,-56.76
M,0.15,0.28,1.11,1.16,80.44,-64.82
M,0.13,0.13,0.97,-4.58,97.17,-68.36
M,0.08,0.07,0.73,-2.01,104.43,-56.82
M,0.03,0.15,0.72,-10.74,89.90,-50.29
M,0.05,0.06,0.76,-12.27,81.73,-61.83
M,0.01,-0.11,0.57,-18.68,83.50,-53.96
M,-0.03,-0.09,0.46,-19.23,73.79,-38.45
M,-0.06,-0.07,0.50,-3.72,43.21,-21.36
M,-0.06,-0.00,0.51,-1.22,32.90,-10.50
M,-0.05,0.02,0.48,7.26,22.52,-13.67
M,-0.09,-0.16,0.33,10.07,14.04,-15.20
M,-0.11,-0.13,0.12,8.73,1.34,3.72
M,-0.02,-0.05,-0.20,5.37,-59.63,15.38
M,-0.01,-0.19,-0.14,25.09,-152.04,22.95
M,0.06,-0.01,-0.10,21.36,-195.98,58.96
M,0.34,0.36,1.03,17.76,-307.37,68.97
M,0.45,0.33,1.76,18.37,-286.44,57.68
M,0.46,0.73,1.85,-13.98,-155.82,46.14
M,0.41,0.39,1.71,8.42,-102.11,-19.59
M,0.39,0.04,1.74,2.26,-93.75,-28.02
M,0.43,0.13,1.88,-27.65,-65.98,6.35
M,0.41,0.28,1.69,-9.22,3.54,-6.65
M,0.40,0.02,1.43,-5.55,28.93,-21.06
M,0.40,0.22,1.53,-14.95,32.17,-0.12
M,0.46,0.23,1.65,10.01,57.74,-23.13
M,0.48,0.04,1.49,35.95,131.35,-55.60
M,0.23,-0.30,1.09,41.69,179.08,-57.07
M,0.06,-0.23,0.96,24.23,177.06,-16.24
M,-0.04,0.25,1.22,38.21,137.63,34.12
M,-0.07,0.44,1.11,45.47,160.77,22.46
M,-0.17,0.40,0.91,32.84,174.07,3.36
M,-0.25,0.39,0.65,2.26,162.96,-4.15
M,-0.29,0.37,0.47,-12.76,143.68,-9.77
M,-0.32,0.24,0.37,-11.54,87.83,-17.09
M,-0.32,0.37,0.60,-15.56,40.41,-1.40
M,-0.27,0.43,0.64,-9.34,48.22,-13.49
M,-0.19,0.16,0.48,-0.55,69.27,-39.31
M,-0.19,-0.06,0.29,3.85,44.80,-20.81
M,-0.20,0.01,0.28,-6.84,17.70,8.85
M,-0.20,0.29,0.26,-7.02,-16.60,32.35
M,-0.12,0.15,0.16,-0.06,-26.43,13.06
M,-0.07,-0.28,-0.40,-19.53,-68.24,23.07
M,0.08,-0.14,-0.55,-49.26,-227.91,86.30
M,0.28,-0.00,0.13,-38.82,-329.41,107.24
M,0.48,-0.09,0.63,-20.39,-332.76,114.99
M,0.72,0.62,2.12,-4.52,-330.57,135.13
M,0.67,0.59,1.86,-18.74,-176.03,85.08
M,0.69,0.34,1.85,-35.64,-143.49,55.91
M,0.55,0.36,1.87,-32.78,-60.12,41.50
M,0.49,0.34,1.66,-11.66,-28.26,6.84
M,0.42,0.39,1.81,-6.47,0.31,1.16
M,0.41,0.29,1.66,2.62,23.44,-20.94
M,0.43,0.20,1.70,8.00,54.69,-24.78
M,0.36,0.21,1.43,6.23,103.21,-30.82
M,0.33,0.23,1.30,18.25,120.67,-35.46
M,0.31,0.31,1.38,42.66,140.87,-55.42
M,0.25,0.21,1.13,58.17,185.55,-69.15
M,0.22,0.23,0.99,53.96,197.08,-64.27
M,0.15,0.35,0.88,41.44,193.66,-61.34
M,0.11,0.33,0.65,35.83,199.77,-72.57
M,0.02,0.01,0.22,30.70,182.37,-88.44
M,-0.12,-0.09,0.05,-10.13,105.71,-45.72
M,-0.18,0.07,0.13,-25.02,51.82,-19.84
M,-0.21,0.22,0.33,-11.60,0.98,-22.28
M,-0.19,0.13,0.36,6.35,-3.78,-33.87
M,-0.16,-0.07,0.11,5.13,-2.20,-21.79
M,-0.19,-0.09,0.04,2.38,-74.58,13.00
M,-0.18,0.01,-0.12,-4.94,-112.73,31.13
M,0.08,0.13,-0.35,17.52,-208.92,28.14
M,0.22,-0.05,1.02,26.00,-342.47,24.35
M,0.21,-0.15,1.52,2.50,-285.34,64.33
M,0.41,0.20,1.31,-12.21,-189.33,83.68
M,0.47,0.84,2.09,-22.40,-169.49,86.61
M,0.44,0.66,1.90,-29.30,-87.52,13.31
M,0.33,0.06,1.66,-15.44,-43.33,-25.21
M,0.31,0.09,1.66,-15.32,-22.09,-7.26
M,0.31,0.35,1.61,-10.86,15.56,-1.10
M,0.28,0.44,1.77,5.74,54.63,-26.55
M,0.24,0.45,1.68,2.81,95.70,-45.47
M,0.23,0.39,1.48,8.18,150.09,-64.82
M,0.19,0.59,1.17,11.41,183.96,-66.96
M,0.16,0.48,0.92,20.26,185.30,-94.85
M,0.08,0.12,0.83,20.63,151.55,-123.90
M,-0.01,0.14,0.79,2.26,141.54,-108.09
M,-0.01,0.14,0.55,-17.82,145.32,-95.28
M,-0.05,-0.11,0.34,-8.67,105.77,-92.35
M,-0.15,-0.21,0.33,-10.07,58.90,-72.27
M,-0.16,-0.04,0.38,-26.92,24.66,-37.96
M,-0.15,-0.03,0.38,-4.76,10.44,-32.04
M,-0.13,-0.08,0.29,2.93,5.07,-23.38
M,-0.10,-0.21,0.16,16.85,-29.72,-0.37
M,-0.06,-0.19,-0.09,19.59,-62.26,27.65
M,0.09,0.09,-0.64,16.17,-151.98,76.42
M,0.33,0.09,0.34,70.62,-350.10,46.51
M,0.25,-0.59,0.96,69.89,-367.49,39.25
M,0.52,0.61,1.42,3.54,-254.76,185.55
M,0.64,1.06,1.84,-5.43,-212.77,82.28
M,0.58,0.55,2.02,-21.36,-157.78,8.12
M,0.54,0.13,1.53,-31.68,-62.44,-18.43
M,0.53,-0.16,1.56,-3.78,-55.30,-11.78
M,0.55,0.15,1.57,-17.03,-29.11,19.47
M,0.51,0.16,1.45,4.88,5.07,-9.70
M,0.45,0.06,1.44,9.83,26.12,-18.31
M,0.43,0.39,1.54,2.93,62.01,-13.43
M,0.48,0.32,1.57,6.23,127.38,-53.83
M,0.39,0.08,1.17,-0.24,178.04,-62.99
M,0.36,-0.23,1.21,50.54,160.03,-56.15
M,0.21,-0.08,1.36,23.19,162.11,-2.44
M,0.05,0.12,1.25,7.20,195.07,16.97
M,0.01,0.11,0.98,20.39,224.24,3.72
M,-0.08,0.10,0.75,-2.75,219.54,16.48
M,-0.23,0.29,0.81,-14.40,158.75,29.91
M,-0.32,0.41,0.69,-31.25,152.83,26.98
M,-0.33,0.46,0.59,-23.07,149.48,15.87
M,-0.36,0.41,0.46,-28.26,125.79,-9.95
M,-0.38,0.16,0.46,-24.29,102.11,-31.98
M,-0.37,0.12,0.43,-27.04,92.29,-20.94
M,-0.36,0.12,0.34,-10.25,83.74,-8.54
M,-0.33,0.14,0.12,-1.89,72.75,3.11
M,-0.33,0.21,-0.01,-3.48,3.72,10.13
M,-0.31,-0.00,0.04,1.10,-53.22,4.15
M,-0.23,-0.05,-0.18,-7.63,-71.96,18.31
M,-0.01,0.00,-0.60,5.80,-180.24,45.10
M,0.12,0.10,0.12,17.40,-315.55,60.12
M,0.38,-0.13,-0.14,12.57,-313.54,55.18
M,0.76,-0.09,1.38,-14.83,-441.41,114.87
M,0.64,-0.09,2.23,-19.53,-363.89,145.81
M,0.72,1.35,1.66,-48.10,-205.93,160.77
M,0.61,0.25,2.10,-7.39,-151.79,-5.80
M,0.48,0.21,1.77,-5.07,-92.53,16.60
M,0.45,0.22,2.07,-10.56,-56.15,12.39
M,0.42,0.52,1.90,-10.07,21.48,-3.42
M,0.41,0.35,1.96,8.91,64.03,-42.60
M,0.37,0.17,1.58,16.54,144.41,-63.29
M,0.30,0.12,1.34,31.43,162.29,-57.01
M,0.23,0.34,1.47,46.26,173.46,-44.31
M,0.24,0.27,1.32,74.77,226.99,-68.97
M,0.21,0.34,1.12,49.93,255.98,-64.70
M,0.10,0.31,0.71,29.11,264.34,-70.13
M,-0.01,0.21,0.39,12.82,228.82,-66.22
M,-0.14,0.19,0.34,3.78,175.05,-57.01
M,-0.15,0.20,0.32,-15.87,131.23,-52.31
M,-0.19,0.12,0.08,-12.21,91.13,-54.69
M,-0.23,0.08,0.14,-6.10,43.03,-52.00
M,-0.24,0.04,0.09,-4.82,8.24,-42.91
M,-0.16,-0.08,-0.22,-7.02,-13.06,-33.87
M,-0.13,-0.12,-0.52,24.23,-127.38,-4.82
M,0.08,-0.01,-0.33,48.16,-269.90,34.55
M,0.21,0.11,0.30,51.27,-363.16,58.29
M,0.23,0.09,1.32,19.17,-369.20,72.81
M,0.23,0.52,1.65,1.22,-202.82,98.27
M,0.30,0.63,1.10,-20.32,-129.52,69.09
M,0.29,0.15,1.74,-20.32,-175.60,11.90
M,0.25,0.28,1.88,-36.87,-118.35,33.33
M,0.32,0.48,1.67,-11.96,-39.00,-2.50
M,0.25,-0.00,1.39,-14.95,-0.18,-28.99
M,0.22,0.00,1.47,0.43,-17.21,-7.45
M,0.22,0.36,1.58,0.73,20.75,4.46
M,0.17,0.47,1.63,6.16,73.49,-31.07
M,0.14,0.45,1.58,9.09,117.43,-53.28
M,0.10,0.49,1.31,0.43,167.48,-60.18
M,0.09,0.48,1.22,6.65,173.03,-66.04
M,0.06,0.50,1.10,1.28,181.82,-78.37
M,0.01,0.26,0.70,-5.98,203.86,-107.12
M,-0.04,0.07,0.57,-10.38,184.75,-111.33
M,-0.18,-0.08,0.45,-24.60,130.62,-87.34
M,-0.17,0.06,0.47,-30.40,86.55,-55.36
M,-0.23,0.05,0.45,-15.50,64.82,-54.26
M,-0.24,-0.10,0.54,2.87,47.36,-56.70
M,-0.24,-0.13,0.40,-13.92,60.61,-41.08
M,-0.23,-0.12,0.09,-19.96,37.23,-11.11
M,-0.22,-0.07,0.08,24.48,-50.23,20.26
M,-0.11,0.03,-0.04,25.33,-90.94,28.14
M,0.17,-0.06,-0.93,33.02,-172.06,44.68
M,0.47,0.11,0.21,74.16,-440.92,51.82
M,0.50,-0.20,1.62,79.71,-480.71,46.94
M,0.45,0.22,1.58,-8.79,-242.49,148.62
M,0.55,0.89,1.66,-8.24,-212.34,126.89
M,0.46,0.02,1.65,2.14,-139.40,14.89
M,0.48,0.43,1.59,-18.43,-97.11,48.77
M,0.44,0.16,1.70,11.84,-77.64,7.51
M,0.44,0.30,1.55,-9.77,-28.56,6.29
M,0.44,0.14,1.42,1.22,5.68,-20.75
M,0.42,0.13,1.62,15.20,16.78,-22.89
M,0.39,0.23,1.65,20.02,77.15,-33.14
M,0.40,0.30,1.74,18.19,120.36,-48.10
M,0.33,0.18,1.30,22.28,197.39,-76.54
M,0.25,-0.21,1.28,64.03,192.57,-74.40
M,0.16,-0.26,1.27,58.59,200.32,-31.37
M,0.03,0.14,1.06,16.60,219.85,43.88
M,-0.07,0.51,0.92,3.30,219.54,47.36
M,-0.13,0.54,0.77,-4.94,220.03,21.67
M,-0.25,0.25,0.55,-2.75,201.66,-29.66
M,-0.36,0.27,0.44,-34.79,161.56,-7.08
M,-0.38,0.41,0.38,-41.87,139.10,1.40
M,-0.40,0.24,0.32,-14.71,102.29,-26.43
M,-0.42,0.12,0.36,-11.29,76.72,-25.63
M,-0.43,0.17,0.37,-12.45,63.11,-8.36
M,-0.41,0.20,0.26,-8.06,61.40,-4.21
M,-0.38,0.14,0.09,-3.30,44.43,-1.22
M,-0.35,0.11,0.11,5.55,-16.85,7.51
M,-0.31,-0.00,0.22,17.70,-53.22,12.08
M,-0.22,-0.11,0.03,5.07,-64.94,26.06
M,-0.06,-0.06,-0.72,-6.65,-157.04,77.03
M,0.27,0.00,-0.82,17.33,-294.07,92.83
M,0.67,0.17,0.72,50.29,-518.49,135.38
M,0.62,0.49,2.45,-41.56,-451.48,184.20
M,0.53,0.82,2.00,-63.78,-224.06,169.98
M,0.41,0.96,1.41,-32.17,-137.08,71.41
M,0.44,0.07,1.54,-29.48,-122.74,-18.62
M,0.39,0.13,1.47,-57.19,-84.17,35.77
M,0.45,0.58,1.65,-25.02,-60.30,25.45
M,0.42,0.45,1.53,-21.36,-9.95,-12.82
M,0.38,0.15,1.45,-6.47,-4.64,-37.54
M,0.38,0.38,1.47,-2.01,46.20,-21.55
M,0.37,0.42,1.70,15.99,68.30,-41.44
M,0.34,0.50,1.64,20.75,161.13,-67.69
M,0.28,0.22,1.16,52.37,221.07,-99.18
M,0.11,0.24,1.04,54.38,215.09,-78.86
M,0.09,0.34,1.14,47.06,192.93,-71.47
M,0.01,0.35,1.06,15.26,216.49,-77.94
M,-0.01,0.31,0.84,-3.54,236.21,-79.28
M,-0.06,0.13,0.50,-10.44,222.23,-76.90
M,-0.23,0.01,0.27,-14.71,178.71,-64.03
M,-0.30,0.30,0.46,-40.71,92.10,-31.01
M,-0.28,0.13,0.33,-22.28,90.09,-59.57
M,-0.30,0.01,0.14,-17.88,77.03,-54.81
M,-0.30,0.03,0.15,-6.84,21.30,-35.40
M,-0.34,-0.01,0.02,1.89,-14.47,-22.03
M,-0.32,-0.02,-0.00,13.37,-49.62,-7.20
M,-0.21,-0.17,-0.17,27.65,-101.75,8.73
M,-0.17,-0.18,-0.12,34.85,-177.19,37.66
M,0.15,0.05,-0.20,39.25,-262.15,72.69
M,0.28,0.19,0.37,35.22,-405.58,85.27
M,0.54,0.44,1.79,36.50,-468.75,104.31
M,0.43,0.59,2.54,-39.37,-234.92,106.26
M,0.39,0.80,1.18,-41.26,-96.25,39.12
M,0.35,0.08,1.72,0.24,-149.41,-34.18
M,0.31,0.14,1.35,-43.27,-54.81,18.25
M,0.31,0.35,1.66,-15.08,-62.44,16.85
M,0.31,0.31,1.47,-11.11,7.32,-7.14
M,0.26,0.16,1.39,7.02,28.02,-24.35
M,0.24,0.25,1.48,4.64,43.64,-14.95
M,0.18,0.50,1.57,9.03,86.43,-19.78
M,0.14,0.52,1.45,27.83,144.47,-52.37
M,0.14,0.45,1.31,31.62,179.50,-65.49
M,0.09,0.43,1.20,24.11,192.20,-67.20
M,0.00,0.54,1.17,6.96,189.64,-62.50
M,0.01,0.46,0.92,4.46,206.05,-94.67
M,-0.06,0.06,0.64,4.70,194.40,-117.68
M,-0.18,0.02,0.53,-22.64,164.37,-92.16
M,-0.22,0.18,0.47,-45.23,124.82,-69.76
M,-0.21,0.02,0.37,-18.68,88.93,-87.10
M,-0.21,-0.14,0.31,-8.73,69.82,-84.29
M,-0.24,-0.18,0.26,-19.59,43.15,-59.39
M,-0.28,-0.18,0.14,-14.71,26.98,-32.65
M,-0.21,-0.18,0.08,15.87,-23.25,-10.50
M,-0.18,-0.26,0.07,31.74,-58.65,10.62
M,-0.20,-0.21,-0.02,24.66,-86.55,34.42
M,0.01,-0.23,-0.28,30.76,-133.42,49.26
M,0.29,-0.02,-0.26,22.52,-266.30,106.69
M,0.48,0.37,0.65,54.02,-434.27,114.32
M,0.47,0.39,2.38,76.60,-454.41,92.10
M,0.37,0.92,2.46,-45.78,-268.07,135.07
M,0.37,0.65,1.72,-30.64,-110.29,-5.07
M,0.24,-0.30,1.68,-22.95,-77.82,-22.83
M,0.32,0.14,1.63,-42.05,-54.63,41.99
M,0.28,0.41,1.47,-25.51,-23.80,18.74
M,0.27,-0.02,1.55,7.45,12.51,-24.29
M,0.28,0.03,1.34,0.98,54.38,-13.18
M,0.27,0.16,1.47,13.00,75.01,-14.53
M,0.21,0.22,1.37,25.45,127.01,-27.28
M,0.20,0.10,1.42,47.61,150.88,-42.05
M,0.16,-0.01,1.31,49.13,197.69,-37.90
M,0.03,0.06,1.14,31.37,219.06,-17.15
M,-0.08,0.29,1.31,23.19,200.56,1.46
M,-0.07,0.29,1.18,12.02,247.13,-12.27
M,-0.13,0.19,0.86,-10.19,287.29,-23.07
M,-0.30,0.21,0.42,-36.87,265.20,-5.19
M,-0.39,0.24,0.27,-37.17,193.97,-3.78
M,-0.51,0.16,0.27,-26.79,143.74,-11.54
M,-0.48,0.28,0.30,-37.11,104.43,0.98
M,-0.46,0.21,0.21,-30.52,97.66,-13.55
M,-0.48,0.04,0.18,-17.33,56.46,-16.72
M,-0.44,0.04,0.10,-18.92,34.55,-2.14
M,-0.43,0.00,-0.06,-8.42,8.61,6.29
M,-0.34,0.08,-0.18,0.67,-45.04,26.31
M,-0.23,-0.01,-0.68,11.72,-119.87,39.18
M,0.06,-0.05,-0.88,35.40,-249.88,66.53
M,0.61,0.06,-0.27,44.62,-484.31,90.64
M,0.79,-0.37,0.59,55.91,-540.83,82.34
M,0.77,0.08,2.19,-10.38,-488.71,210.02
M,0.73,1.28,1.77,-69.34,-216.19,216.86
M,0.51,1.11,1.61,-54.57,-189.64,104.43
M,0.67,0.19,1.96,-5.37,-133.85,-20.51
M,0.49,0.16,1.69,-32.17,-46.88,34.18
M,0.45,0.56,1.71,-18.31,-22.77,43.58
M,0.39,0.67,1.67,13.24,23.44,-26.98
M,0.40,0.32,1.69,13.18,62.62,-63.11
M,0.31,0.39,1.65,4.88,100.65,-54.99
M,0.29,0.50,1.45,22.22,167.85,-64.39
M,0.24,0.44,1.39,50.84,195.74,-83.19
M,0.27,0.30,1.27,72.81,230.59,-105.16
M,0.14,0.34,0.98,25.02,272.03,-96.62
M,0.09,0.35,0.76,3.17,280.82,-91.19
M,-0.02,0.28,0.51,-1.89,253.91,-86.73
M,-0.15,0.02,0.26,-1.40,198.43,-84.17
M,-0.27,-0.03,0.16,-8.67,146.85,-63.84
M,-0.29,0.04,0.16,-17.15,85.21,-43.64
M,-0.32,-0.00,0.11,-14.34,52.55,-40.10
M,-0.33,0.04,0.10,-11.47,5.98,-27.47
M,-0.33,-0.01,0.10,1.46,-36.50,-27.59
M,-0.29,-0.08,0.13,16.24,-63.54,-19.90
M,-0.12,-0.20,-0.27,17.88,-100.52,10.62
M,0.27,-0.32,-1.16,39.12,-248.66,74.52
M,0.62,-0.04,0.04,100.89,-485.17,124.02
M,0.43,0.68,2.46,72.39,-525.88,192.38
M,0.25,0.99,2.17,-28.08,-259.89,156.56
M,0.29,0.79,1.49,-20.20,-109.80,27.77
M,0.33,0.10,1.62,-32.53,-99.67,-21.97
M,0.28,0.10,1.65,-44.13,-68.18,17.64
M,0.23,0.46,1.13,-49.93,-33.39,32.53
M,0.26,0.26,1.61,-8.12,-21.67,-15.93
M,0.22,0.20,1.34,-9.77,21.61,-18.13
M,0.21,0.46,1.66,16.54,31.31,-22.40
M,0.17,0.66,1.76,26.00,117.31,-56.88
M,0.20,0.66,1.49,16.42,181.34,-79.71
M,0.12,0.60,1.25,3.60,204.59,-99.55
M,-0.01,0.61,1.24,2.26,192.63,-102.78
M,0.05,0.54,1.15,-5.98,200.38,-112.00
M,0.06,0.10,0.73,-18.25,230.59,-150.39
M,-0.11,-0.23,0.45,-29.24,213.93,-139.47
M,-0.22,-0.05,0.44,-55.30,147.40,-69.34
M,-0.26,0.04,0.36,-36.68,107.67,-59.02
M,-0.32,-0.06,0.34,-14.40,75.07,-60.91
M,-0.32,-0.09,0.37,-14.16,47.97,-45.35
M,-0.35,-0.05,0.35,-18.86,40.16,-35.95
M,-0.35,-0.08,0.28,-1.95,27.16,-28.50
M,-0.34,-0.21,0.17,17.15,-4.82,-10.07
M,-0.34,-0.15,0.18,15.56,-32.29,4.94
M,-0.24,-0.24,0.03,20.02,-65.06,9.58
M,0.05,-0.12,-0.82,8.42,-128.11,52.06
M,0.39,0.04,-1.05,26.00,-287.11,64.45
M,0.77,-0.13,1.17,157.65,-599.73,63.84
M,0.58,-0.00,2.02,87.40,-502.81,121.52
M,0.51,0.82,2.15,-33.45,-265.81,172.12
M,0.46,0.58,1.67,-22.03,-156.86,16.60
M,0.42,-0.10,1.55,-0.55,-120.67,-8.54
