Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
M,-0.05,0.06,0.43,-7.81,-7.45,-8.54
M,-0.05,0.20,0.31,0.92,-19.29,9.95
M,-0.02,0.32,0.13,9.09,-51.03,2.20
M,0.05,0.18,0.30,2.26,-113.71,-14.83
M,0.03,-0.06,0.49,0.12,-133.85,-18.62
M,0.11,0.05,0.64,-14.47,-143.07,6.77
M,0.15,0.12,1.10,-19.04,-138.24,-0.43
M,0.14,0.13,1.04,-26.92,-110.60,-3.60
M,0.11,-0.07,1.42,-11.96,-107.91,-20.45
M,0.14,0.05,1.44,-23.38,-82.40,-0.49
M,0.12,0.09,1.57,-22.09,-60.79,-8.24
M,0.10,0.09,1.64,-9.83,-37.54,-7.69
M,0.12,0.24,1.75,-9.83,-21.06,-6.96
M,0.14,0.23,1.76,-7.69,16.85,-23.25
M,0.12,0.18,1.62,-7.39,53.59,-33.39
M,0.09,0.13,1.48,-4.88,73.36,-37.96
M,0.07,0.17,1.37,-4.21,88.44,-35.83
M,0.08,0.14,1.33,1.53,101.62,-45.23
M,0.05,0.05,0.93,9.28,130.62,-50.96
M,0.04,0.15,0.93,6.16,102.97,-40.65
M,0.06,0.11,0.81,4.39,108.46,-47.67
M,-0.00,0.01,0.63,0.98,108.76,-55.48
M,0.03,-0.00,0.27,-1.10,101.99,-57.13
M,0.03,-0.14,0.25,0.06,63.60,-51.51
M,-0.05,-0.14,0.22,6.04,22.52,-13.00
M,-0.04,0.07,0.29,-4.64,4.21,3.85
M,-0.02,0.18,0.15,0.55,-19.84,6.53
M,0.02,-0.02,0.24,19.78,-74.46,-7.51
M,0.06,-0.08,0.13,18.74,-98.21,7.69
M,0.13,-0.19,-0.03,-4.27,-159.97,31.37
M,0.37,-0.21,0.39,-11.11,-226.62,38.82
M,0.18,-0.34,1.24,17.40,-238.59,52.31
M,0.37,0.77,1.32,-26.98,-185.97,98.08
M,0.52,0.50,1.78,-6.10,-191.53,5.68
M,0.40,0.02,1.96,-7.63,-117.19,-11.90
M,0.41,0.18,1.88,-14.53,-69.27,-5.25
M,0.44,0.09,1.92,-14.83,-38.57,-21.73
M,0.37,-0.14,1.41,-5.62,17.40,-22.52
M,0.31,-0.09,1.43,-7.08,12.33,-11.41
M,0.27,-0.01,1.23,4.94,36.19,4.94
M,0.29,0.19,1.17,3.17,43.82,2.20
M,0.27,0.08,1.04,9.22,54.81,-16.54
M,0.21,-0.02,1.12,20.81,52.49,-14.22
M,0.15,-0.06,1.24,28.81,65.73,-7.39
M,0.14,-0.02,1.36,28.93,82.89,0.55
M,0.08,0.20,0.96,22.95,110.29,-0.06
M,0.06,0.26,1.24,39.92,78.43,-23.50
M,0.08,0.13,1.33,30.46,107.73,-40.04
M,0.18,0.23,1.15,8.85,158.26,-37.48
M,0.06,0.01,0.46,0.55,190.37,-46.39
M,-0.01,0.13,0.51,0.24,76.97,-20.39
M,-0.01,0.08,0.72,6.65,47.12,-22.89
M,-0.00,0.06,0.54,-10.56,70.80,-15.81
M,-0.04,0.14,0.49,-8.48,35.40,0.00
M,-0.06,0.06,0.51,2.50,20.57,-8.54
M,-0.14,-0.07,0.45,2.50,4.21,2.01
M,-0.13,-0.09,0.57,10.56,-22.77,12.21
M,-0.18,0.04,0.68,2.87,-33.08,33.33
M,-0.22,0.18,0.68,6.53,-37.29,37.60
M,-0.17,0.28,0.78,-1.10,-57.80,30.52
M,-0.17,0.14,0.93,7.87,-64.64,3.42
M,-0.18,0.07,0.99,-0.98,-49.93,16.48
M,-0.21,0.26,0.99,1.77,-43.52,25.27
M,0.01,0.18,0.61,7.08,-45.35,5.19
M,-0.02,0.06,0.66,-10.13,-121.70,13.49
M,0.06,-0.01,0.80,-19.17,-136.96,22.16
M,0.01,-0.14,0.80,-10.44,-126.71,38.88
M,0.08,0.54,1.21,-20.02,-127.93,49.87
M,0.18,0.28,1.49,-10.07,-114.69,-3.54
M,0.27,0.03,1.61,-10.93,-67.08,-3.23
M,0.24,0.16,1.70,-8.54,-46.45,8.54
M,0.20,0.11,1.54,5.62,4.64,3.05
M,0.16,0.06,1.40,11.84,23.80,5.37
M,0.11,0.06,1.32,18.80,32.35,5.80
M,0.03,-0.01,1.35,20.26,41.02,6.96
M,0.01,0.08,1.41,14.53,69.76,17.27
M,-0.01,0.13,1.06,12.02,96.50,20.20
M,-0.00,0.24,1.22,35.22,59.08,18.55
M,0.02,0.17,1.25,38.02,74.71,6.71
M,0.07,0.25,1.20,32.23,107.42,9.16
M,0.04,0.26,0.57,24.35,129.88,0.67
M,-0.01,0.27,0.62,26.73,83.07,-7.57
M,-0.07,0.03,0.61,11.23,56.82,-21.42
M,-0.07,0.10,0.53,-6.77,57.31,2.62
M,-0.03,0.20,0.49,-8.48,44.68,11.05
M,-0.04,0.30,0.41,-2.87,24.90,0.24
M,-0.04,0.18,0.36,1.16,5.37,-9.77
M,-0.01,-0.00,0.32,4.33,-17.82,-3.85
M,0.04,-0.07,0.26,7.57,-44.80,11.41
M,0.02,-0.03,0.23,7.14,-72.94,30.27
M,0.01,0.05,0.29,-0.98,-109.13,38.57
M,0.15,-0.04,0.37,-8.61,-129.46,34.24
M,0.33,-0.01,0.58,-24.29,-163.94,47.85
M,0.28,0.15,1.26,-46.57,-196.66,60.91
M,0.37,0.56,1.43,-75.01,-162.23,73.91
M,0.39,0.33,1.80,-20.57,-126.10,2.69
M,0.27,0.01,1.63,-19.78,-70.19,6.35
M,0.30,0.34,1.76,-31.98,-63.42,28.38
M,0.33,0.33,1.66,-14.83,-20.81,-8.48
M,0.31,0.09,1.46,1.77,3.97,-19.41
M,0.30,0.11,1.32,4.88,19.17,-13.98
M,0.31,0.09,1.16,18.31,37.84,-9.95
M,0.36,0.25,1.33,22.22,37.60,-8.85
M,0.38,0.26,1.51,31.31,73.79,-40.65
M,0.23,-0.04,1.50,32.04,134.46,-58.41
M,0.07,-0.01,1.27,25.57,171.94,-45.59
M,-0.08,0.32,0.94,28.69,181.76,-33.69
M,-0.12,0.28,0.88,37.23,172.67,-66.89
M,-0.14,0.12,0.77,31.86,171.45,-78.98
M,-0.23,-0.05,0.68,10.01,136.54,-54.20
M,-0.24,0.16,0.89,4.46,95.21,-18.01
M,-0.20,0.33,0.86,0.79,102.36,-25.15
M,-0.24,0.07,0.67,-5.80,105.71,-51.76
M,-0.31,-0.00,0.57,-23.86,82.95,-32.53
M,-0.30,0.06,0.69,-15.38,60.79,-23.44
M,-0.25,-0.05,0.26,-7.20,60.24,-9.70
M,-0.26,-0.02,0.20,0.49,15.32,2.81
M,-0.24,0.01,0.13,1.95,-22.52,7.20
M,-0.17,-0.08,-0.08,3.91,-50.35,12.76
M,-0.16,0.06,-0.26,7.51,-131.04,45.04
M,0.03,0.07,0.00,14.53,-221.92,24.66
M,0.08,-0.15,0.30,4.52,-257.81,29.91
M,0.26,0.10,0.76,-3.05,-269.29,85.21
M,0.43,0.37,1.42,-12.45,-245.73,79.77
M,0.46,0.25,1.68,-10.31,-201.17,56.76
M,0.48,0.52,1.82,-14.16,-137.88,43.46
M,0.41,0.32,1.78,-18.07,-99.79,14.77
M,0.34,0.17,1.84,-23.99,-71.11,14.53
M,0.32,0.13,1.73,-6.29,-15.50,3.72
M,0.28,0.18,1.52,-6.04,8.61,5.98
M,0.26,0.20,1.53,5.74,26.98,-10.93
M,0.19,0.18,1.44,11.96,62.13,-17.70
M,0.19,0.24,1.57,15.14,81.12,-16.24
M,0.18,0.23,1.23,20.20,153.81,-34.36
M,0.13,0.05,0.90,39.86,159.30,-51.39
M,0.03,0.10,1.00,49.13,120.54,-30.82
M,0.01,0.29,1.00,41.50,132.81,-29.11
M,0.01,0.31,0.90,45.96,149.17,-40.22
M,0.03,0.23,0.57,36.13,160.16,-55.60
M,-0.13,0.17,0.19,-14.34,110.05,-38.70
M,-0.16,0.25,0.37,-12.88,41.08,-31.43
M,-0.21,0.08,0.51,3.66,12.94,-31.37
M,-0.16,0.27,0.44,-11.84,18.98,-10.38
M,-0.13,0.26,0.42,-6.90,-1.04,-26.55
M,-0.08,-0.06,0.21,-4.46,-24.96,-22.22
M,-0.11,0.01,0.23,1.28,-63.11,7.45
M,0.04,0.06,0.17,15.56,-111.27,14.53
M,0.07,0.04,0.44,17.03,-164.61,21.91
M,0.17,0.14,0.31,-13.43,-168.82,39.67
M,0.19,-0.01,1.10,-4.09,-274.17,11.66
M,0.14,-0.35,1.56,2.44,-232.18,5.13
M,0.28,0.66,1.55,-49.13,-124.76,98.21
M,0.36,0.52,2.11,-20.02,-93.26,-15.38
M,0.33,0.02,1.59,-34.85,-6.96,-47.06
M,0.20,0.11,1.63,-13.98,-17.21,-14.95
M,0.16,0.13,1.48,-3.78,9.64,-10.44
M,0.14,0.18,1.41,-5.00,16.97,-8.06
M,0.14,0.20,1.31,-8.12,45.72,-18.86
M,0.10,0.28,1.29,-5.19,45.65,-14.77
M,0.09,0.38,1.45,8.00,59.45,-37.60
M,0.15,0.33,1.38,7.87,96.25,-57.92
M,0.12,0.26,1.28,8.79,119.81,-70.50
M,0.10,0.27,1.13,-1.77,148.25,-75.93
M,0.10,0.14,0.80,1.34,171.63,-91.06
M,0.06,0.01,0.63,4.88,162.66,-92.35
M,-0.05,-0.10,0.60,12.21,127.56,-78.67
M,-0.08,-0.12,0.42,16.30,128.23,-65.00
M,-0.08,0.04,0.01,-15.75,97.23,-32.65
M,-0.05,0.02,0.16,8.73,-0.37,-32.47
M,-0.06,-0.16,0.25,18.74,-33.20,-27.95
M,0.01,-0.22,0.03,-4.15,-62.99,14.28
M,0.04,-0.04,-0.23,-4.94,-152.10,76.35
M,0.23,0.10,0.19,8.97,-246.28,72.94
M,0.08,-0.18,1.08,21.97,-271.18,49.99
M,0.21,-0.01,1.03,2.75,-199.46,69.70
M,0.28,0.58,1.28,-10.25,-176.15,76.84
M,0.24,0.05,1.33,9.28,-153.81,12.76
M,0.28,0.26,1.57,-20.08,-149.90,42.85
M,0.43,0.41,1.85,-18.92,-115.23,25.09
M,0.40,0.14,1.62,-23.25,-28.63,-11.84
M,0.37,-0.07,1.33,-11.41,-7.20,-22.58
M,0.42,-0.12,1.39,-12.02,-5.19,-8.73
M,0.45,-0.02,1.35,-3.85,8.97,3.85
M,0.43,-0.00,1.24,4.39,34.36,-0.43
M,0.36,-0.02,1.13,10.56,51.33,-4.03
M,0.34,0.03,1.19,22.09,61.83,-4.21
M,0.30,0.06,1.42,40.22,98.75,-25.51
M,0.27,-0.06,1.33,37.23,156.43,-41.75
M,0.17,-0.12,1.13,39.98,178.53,-37.05
M,0.06,-0.17,1.03,52.55,160.71,-12.45
M,-0.04,-0.00,1.02,41.50,143.80,19.65
M,-0.13,0.32,0.95,27.59,133.18,37.05
M,-0.18,0.39,0.80,13.49,125.12,11.47
M,-0.19,0.29,0.73,13.73,108.52,-9.03
M,-0.32,0.30,0.70,-4.58,81.60,-7.45
M,-0.34,0.28,0.71,5.55,72.94,-18.19
M,-0.35,0.23,0.59,3.23,79.77,-21.18
M,-0.34,0.18,0.48,-1.53,63.66,-18.68
M,-0.30,0.12,0.55,13.61,34.30,-10.31
M,-0.27,0.18,0.57,8.91,26.25,4.58
M,-0.23,0.21,0.47,4.15,15.75,13.73
M,-0.18,0.12,0.26,-6.41,2.69,18.37
M,-0.19,0.15,0.13,-24.96,-53.83,38.39
M,-0.11,-0.01,-0.02,-20.08,-110.11,42.85
M,-0.01,0.00,0.12,-31.74,-165.10,61.46
M,0.15,0.08,0.24,-62.99,-197.57,81.91
M,0.40,-0.24,0.65,-69.46,-247.62,88.13
M,0.46,0.06,1.33,-13.49,-261.35,97.23
M,0.47,0.03,0.98,-19.23,-146.79,46.02
M,0.35,-0.40,1.20,-19.84,-164.79,48.77
M,0.39,0.43,1.64,-21.73,-144.53,111.39
M,0.44,0.72,1.87,-0.18,-94.91,36.07
M,0.44,0.40,1.95,8.36,-60.24,-2.69
M,0.46,0.44,1.85,0.37,-13.12,0.12
M,0.39,0.25,1.61,13.31,36.32,-29.79
M,0.39,0.24,1.57,19.10,47.91,-35.46
M,0.31,0.33,1.44,18.55,75.38,-39.49
M,0.27,0.24,1.46,28.50,92.53,-55.97
M,0.18,0.12,1.19,20.32,135.86,-54.32
M,0.06,0.04,1.00,44.37,142.21,-54.93
M,0.04,0.15,1.06,55.54,144.23,-49.07
M,0.03,0.11,0.80,53.04,166.38,-60.42
M,-0.02,-0.02,0.52,29.17,152.47,-44.37
M,-0.07,0.04,0.39,10.38,113.34,-13.79
M,-0.04,0.36,0.62,15.32,50.96,-1.53
M,-0.08,0.23,0.65,20.69,44.01,-21.36
M,-0.08,0.31,0.56,-6.96,43.64,-9.77
M,-0.07,0.38,0.49,-12.33,26.00,-23.25
M,-0.10,0.24,0.41,-1.04,10.07,-36.62
M,-0.16,0.16,0.36,2.32,-21.12,-25.27
M,-0.11,0.16,0.36,-3.97,-42.05,-17.76
M,-0.04,0.07,0.29,3.48,-57.62,-13.43
M,0.01,0.07,0.09,1.40,-102.84,8.67
M,0.05,0.18,0.36,-10.50,-174.19,24.78
M,0.06,-0.14,0.99,-12.57,-209.41,5.98
M,0.09,0.12,1.08,-35.52,-151.55,61.77
M,0.07,0.45,1.22,-32.47,-147.16,53.96
M,0.18,0.19,1.66,-16.78,-125.98,-2.01
M,0.28,0.10,1.61,-24.54,-67.44,3.36
M,0.26,0.19,1.59,-13.98,-43.58,4.82
M,0.24,0.24,1.47,-9.16,-11.66,-3.97
M,0.22,0.18,1.30,-11.47,-1.65,-13.79
M,0.17,0.22,1.37,-7.75,4.64,-15.14
M,0.18,0.33,1.38,-9.77,33.14,-26.43
M,0.17,0.31,1.44,-1.89,47.91,-44.25
M,0.11,0.29,1.45,3.11,89.72,-65.06
M,0.09,0.17,1.26,14.22,121.70,-76.35
M,0.05,0.18,1.19,14.83,125.49,-66.89
M,0.01,0.21,1.12,17.88,125.55,-60.30
M,-0.01,0.17,0.99,17.52,135.07,-61.83
M,-0.02,0.16,0.73,0.92,139.16,-65.19
M,-0.05,0.05,0.53,-7.87,116.94,-69.70
M,-0.05,-0.02,0.39,-15.87,94.36,-57.25
M,-0.07,0.03,0.37,-10.86,37.05,-31.98
M,-0.07,-0.10,0.32,-8.85,2.62,-23.68
M,-0.05,-0.10,0.24,-17.88,-15.87,5.62
M,-0.03,-0.09,0.09,0.18,-71.84,33.26
M,-0.08,-0.08,0.32,15.93,-122.25,39.12
M,-0.04,-0.08,0.63,20.69,-146.06,49.99
M,-0.04,0.17,0.42,-3.42,-146.24,75.13
M,0.10,0.33,0.63,-1.53,-187.32,52.19
M,0.05,-0.14,1.04,-4.58,-194.40,8.18
M,0.25,0.17,1.20,-17.15,-169.01,39.00
M,0.43,0.33,1.42,-26.61,-158.75,41.14
M,0.45,0.16,1.47,-23.74,-108.28,3.72
M,0.33,0.02,1.36,-9.40,-81.79,-4.58
M,0.36,0.11,1.26,-6.47,-66.71,-3.23
M,0.40,0.15,1.34,9.03,-51.51,-11.29
M,0.43,0.02,1.40,15.26,-31.56,-18.62
M,0.45,0.19,1.17,1.04,6.47,-4.94
M,0.45,0.07,1.23,8.54,9.09,-15.93
M,0.46,0.05,1.11,6.41,25.76,-14.16
M,0.47,0.05,1.20,6.96,39.12,-15.56
M,0.43,0.06,1.15,8.12,65.49,-17.76
M,0.43,-0.00,0.88,12.70,99.12,-16.24
M,0.32,-0.07,1.01,25.39,68.42,-13.24
M,0.31,0.06,1.06,13.61,74.16,-1.83
M,0.33,0.18,1.18,25.51,75.68,-2.44
M,0.11,-0.07,0.93,48.89,102.84,-32.90
M,-0.03,-0.17,0.98,39.37,88.93,-16.05
M,-0.09,0.09,1.28,27.53,78.55,26.49
M,-0.10,0.33,1.33,38.88,94.73,31.19
M,-0.23,0.44,1.02,33.81,130.25,5.00
M,-0.36,0.30,0.97,31.43,120.48,-19.84
M,-0.41,0.25,0.86,25.27,121.22,-24.29
M,-0.37,0.29,0.76,18.31,103.88,-16.36
M,-0.30,0.47,0.86,6.71,89.66,-16.97
M,-0.27,0.39,0.82,19.04,102.11,-43.03
M,-0.30,0.07,0.47,2.81,105.90,-50.66
M,-0.38,0.09,0.37,-9.95,54.99,-11.78
M,-0.37,0.17,0.40,-18.19,26.00,11.41
M,-0.33,0.40,0.60,0.85,-2.62,18.74
M,-0.31,0.33,0.63,17.33,-0.67,-2.56
M,-0.33,0.16,0.42,2.81,14.89,-10.44
M,-0.28,0.04,0.08,-13.43,-3.85,18.55
M,-0.17,0.30,0.24,-12.63,-56.15,47.73
M,-0.09,0.23,0.20,-11.11,-86.18,26.86
M,-0.06,-0.01,0.21,-27.10,-128.66,42.97
M,-0.02,0.00,0.22,-28.20,-160.52,66.71
M,0.17,0.05,0.49,-18.86,-205.69,80.32
M,0.20,0.02,0.85,-22.40,-228.03,84.72
M,0.37,0.21,0.90,-43.21,-193.85,87.04
M,0.38,0.05,1.35,-20.14,-191.35,68.18
M,0.39,0.34,1.40,-34.91,-159.67,80.87
M,0.52,0.36,1.67,-31.80,-130.25,52.80
M,0.46,0.35,1.87,5.74,-78.61,26.55
M,0.41,0.37,1.77,13.49,-32.84,8.61
M,0.40,0.34,1.59,0.61,-0.55,-4.09
M,0.40,0.42,1.61,4.46,7.26,-12.27
M,0.35,0.27,1.53,14.47,33.75,-29.42
M,0.35,0.37,1.53,24.48,71.53,-44.56
M,0.30,0.31,1.51,30.52,110.35,-63.84
M,0.18,-0.07,0.98,30.15,149.05,-68.05
M,0.02,0.18,1.02,35.28,122.31,-25.88
M,-0.02,0.29,1.04,45.84,125.61,-29.36
M,-0.05,0.44,0.89,39.12,153.38,-36.99
M,-0.04,0.44,0.73,35.16,161.07,-53.65
M,-0.04,0.20,0.45,23.62,133.36,-76.72
M,-0.07,0.28,0.52,3.85,56.76,-45.41
M,-0.09,0.28,0.60,12.27,36.01,-46.51
M,-0.10,0.29,0.51,-10.93,41.93,-34.06
M,-0.09,0.25,0.32,-26.79,21.55,-34.48
M,-0.09,0.19,0.41,-12.02,-6.59,-39.06
M,-0.10,0.03,0.28,-8.54,-28.56,-23.07
M,-0.11,0.02,0.16,-1.83,-50.84,-6.53
M,-0.05,0.09,0.24,1.28,-120.54,6.23
M,0.00,0.07,0.64,-3.54,-163.33,14.83
M,0.26,-0.08,0.25,-19.71,-138.00,24.84
M,0.10,0.25,1.19,-3.91,-247.62,70.01
M,0.15,0.33,1.35,-23.01,-142.03,44.56
M,0.17,0.20,1.14,-29.60,-109.01,18.68
M,0.29,0.30,1.67,-14.83,-119.69,12.02
M,0.33,0.21,1.77,-15.99,-79.10,-2.26
M,0.27,0.20,1.61,-14.22,-30.46,-0.06
M,0.23,0.29,1.58,-7.63,0.73,-15.69
M,0.19,0.20,1.58,-1.53,16.85,-24.17
M,0.16,0.37,1.66,2.32,59.45,-27.04
M,0.17,0.40,1.40,6.47,118.47,-52.80
M,0.11,0.33,1.18,12.21,131.65,-66.22
M,0.02,0.27,1.15,24.35,113.16,-69.34
M,0.00,0.31,1.24,27.83,105.41,-66.35
M,-0.00,0.35,1.14,11.23,143.98,-65.80
M,0.02,0.20,0.68,-4.94,167.48,-72.08
M,-0.02,0.16,0.57,-16.72,128.97,-64.33
M,-0.11,0.08,0.52,-16.72,81.42,-60.85
M,-0.12,-0.05,0.38,-17.70,61.28,-51.76
M,-0.16,-0.04,0.29,-19.53,42.79,-30.58
M,-0.15,-0.01,0.33,-3.48,6.53,-12.82
M,-0.15,0.05,0.28,-6.23,-10.25,2.50
M,-0.09,-0.02,0.15,6.16,-29.11,-1.89
M,-0.05,-0.18,-0.18,12.33,-90.03,26.67
M,0.01,0.01,0.17,34.91,-175.78,38.94
M,0.08,-0.02,0.68,23.07,-206.42,44.62
M,0.13,0.19,0.57,-11.72,-198.24,69.95
M,0.21,0.17,0.86,20.87,-243.59,52.31
M,0.38,0.37,1.63,4.03,-230.41,63.35
M,0.47,0.44,1.60,-10.50,-142.82,35.89
M,0.45,0.29,1.68,-1.71,-107.85,16.48
M,0.38,0.20,1.44,-17.33,-59.27,7.63
M,0.38,0.19,1.40,-13.73,-46.81,2.38
M,0.43,0.10,1.38,4.09,-26.12,-12.45
M,0.43,0.14,1.26,0.37,-8.85,-9.28
M,0.45,0.11,1.25,0.73,7.51,-8.00
M,0.46,0.11,1.19,2.81,38.76,-13.24
M,0.51,0.19,1.52,-0.98,70.43,-22.89
M,0.46,0.17,1.29,-17.70,129.64,-31.13
M,0.35,0.04,1.08,2.75,161.99,-48.58
M,0.30,-0.13,1.16,18.43,159.97,-59.20
M,0.11,-0.12,0.99,1.16,160.83,-23.86
M,-0.06,0.05,1.07,21.06,128.48,-0.43
M,-0.18,0.24,1.11,6.53,134.22,2.75
M,-0.25,-0.02,1.03,34.97,144.78,-20.26
M,-0.31,0.14,0.88,-0.92,138.18,26.55
M,-0.31,0.29,0.80,-7.20,121.64,32.71
M,-0.44,0.33,0.83,-1.40,89.78,18.19
M,-0.42,0.29,1.11,17.40,84.84,0.37
M,-0.43,0.31,0.70,-19.17,166.99,-8.18
M,-0.40,0.34,0.36,-20.87,146.61,-11.11
M,-0.44,0.25,0.37,-6.35,99.98,-17.82
M,-0.48,0.25,0.41,-13.49,66.28,-11.41
M,-0.43,0.10,0.31,-12.94,62.68,-19.47
M,-0.43,0.05,0.12,-16.91,43.27,-2.44
M,-0.36,0.17,0.28,-4.88,-13.73,8.00
M,-0.34,0.10,0.08,-8.18,-25.45,8.24
M,-0.32,0.13,0.04,-22.64,-104.86,31.01
M,-0.21,0.03,0.05,-22.83,-167.05,39.92
M,-0.05,-0.07,0.02,-6.04,-215.33,56.09
M,0.19,0.04,0.31,43.15,-320.68,101.26
M,0.15,0.38,1.30,57.62,-334.84,131.35
M,0.27,0.20,1.06,40.22,-240.05,104.55
M,0.51,0.61,1.47,3.91,-230.10,106.14
M,0.50,0.87,1.50,-50.05,-173.40,75.44
M,0.44,0.24,1.20,-76.29,-118.29,-5.98
M,0.39,-0.17,1.50,-19.59,-102.36,10.31
M,0.39,0.00,1.37,-24.54,-74.16,50.42
M,0.54,0.44,1.63,-8.42,-74.95,33.94
M,0.51,0.07,1.58,-20.02,-21.85,-13.43
M,0.41,0.19,1.54,-14.34,11.35,2.26
M,0.47,0.47,1.57,16.30,28.75,-14.95
M,0.43,0.40,1.32,17.27,63.48,-31.62
M,0.34,0.37,1.48,30.40,79.59,-52.25
M,0.31,0.44,1.53,43.33,140.08,-65.00
M,0.28,0.46,1.31,40.10,197.63,-88.75
M,0.25,0.19,0.85,42.79,234.44,-117.86
M,0.07,0.07,0.76,38.15,198.06,-106.75
M,-0.09,0.11,0.73,26.61,178.96,-84.66
M,-0.05,0.19,0.67,40.59,185.36,-77.82
M,-0.08,0.15,0.29,-3.42,200.62,-69.21
M,-0.13,0.15,0.11,-27.77,153.02,-55.91
M,-0.19,0.05,0.17,-0.31,34.48,-46.57
M,-0.20,-0.06,0.14,6.65,-24.48,-18.01
M,-0.21,0.16,0.28,13.43,-100.22,29.66
M,-0.14,0.05,0.36,16.05,-106.93,8.67
M,-0.15,-0.08,0.17,7.08,-116.15,20.08
M,-0.06,0.28,0.56,18.80,-195.37,62.74
M,-0.07,0.18,0.38,-20.32,-191.53,59.20
M,0.12,0.47,0.52,-48.40,-237.06,76.42
M,0.22,0.06,1.48,-14.22,-251.04,3.30
M,0.31,-0.01,1.23,-34.79,-153.44,37.66
M,0.24,0.32,1.28,-13.18,-159.61,74.28
M,0.41,0.32,1.66,-14.53,-126.65,11.11
M,0.38,0.25,1.59,-25.33,-68.05,-0.12
M,0.40,0.29,1.54,-7.63,-30.09,-7.39
M,0.39,0.24,1.36,-6.90,3.05,-17.09
M,0.39,0.24,1.53,2.32,3.36,-19.04
M,0.35,0.39,1.51,-2.75,42.54,-20.87
M,0.35,0.32,1.55,-1.65,73.00,-37.90
M,0.17,0.37,1.16,-8.36,150.88,-53.04
M,0.13,0.27,1.04,26.49,154.54,-83.44
M,0.10,0.24,1.20,38.39,147.09,-89.84
M,0.04,0.29,1.14,26.37,175.66,-84.47
M,-0.04,0.33,0.95,5.98,204.90,-89.23
M,-0.03,0.26,0.76,-7.75,211.91,-97.11
M,-0.16,0.01,0.61,-20.39,176.03,-92.22
M,-0.25,0.00,0.58,-29.48,136.17,-61.52
M,-0.22,0.15,0.53,-34.85,104.55,-36.32
M,-0.24,0.00,0.26,-20.08,59.69,-36.07
M,-0.29,-0.13,0.22,-5.80,2.81,-24.96
M,-0.25,-0.07,0.42,3.66,-29.42,-0.79
M,-0.14,-0.18,0.09,11.41,-54.75,9.83
M,-0.07,-0.20,0.16,34.24,-114.99,32.17
M,-0.10,-0.08,0.15,47.67,-182.80,72.69
M,-0.12,0.13,0.35,17.58,-223.51,80.51
M,0.09,0.15,0.62,35.34,-251.22,67.81
M,0.24,0.21,0.49,-27.28,-264.04,82.89
M,0.43,0.40,1.07,-47.12,-310.79,66.04
M,0.58,0.09,1.84,7.08,-264.40,47.79
M,0.54,0.33,1.34,-44.98,-137.27,65.80
M,0.54,0.27,1.68,-18.13,-139.95,32.10
M,0.63,0.20,1.62,-23.13,-69.21,8.54
M,0.61,0.14,1.78,-2.08,-9.52,0.31
M,0.61,0.29,1.57,6.53,39.79,-14.59
M,0.54,0.23,1.84,36.62,91.19,-63.42
M,0.53,0.25,1.72,27.16,159.18,-83.74
M,0.36,0.08,1.30,20.26,244.38,-99.91
M,0.23,-0.01,1.00,34.42,263.24,-75.26
M,0.03,0.03,0.85,47.91,243.41,-43.76
M,-0.05,0.15,0.89,46.14,188.78,-11.66
M,-0.27,0.09,0.67,29.17,182.31,1.46
M,-0.32,0.15,0.65,7.57,156.68,22.09
M,-0.40,0.35,0.70,-3.11,111.88,34.12
M,-0.43,0.41,0.68,-11.84,104.80,24.60
M,-0.47,0.38,0.57,-12.63,86.24,9.58
M,-0.46,0.38,0.66,-15.08,60.97,6.04
M,-0.47,0.40,0.59,-23.99,59.69,4.09
M,-0.40,0.24,0.35,-18.98,38.64,-6.16
M,-0.39,0.29,0.47,0.00,-18.49,7.87
M,-0.40,0.34,0.77,16.85,-39.86,1.22
M,-0.45,0.33,0.70,-0.12,0.85,-3.42
M,-0.42,0.32,0.52,-15.26,14.47,-3.97
M,-0.36,0.12,0.47,-0.18,-12.57,-11.84
M,-0.40,0.22,0.63,-4.09,-50.84,11.11
M,-0.40,0.28,0.72,-0.06,-52.92,16.24
M,-0.36,0.13,0.48,-10.74,-39.00,15.75
M,-0.37,0.16,0.65,-8.91,-81.54,39.61
M,-0.33,0.23,0.66,-9.89,-79.16,46.20
M,-0.24,0.26,0.62,-9.46,-94.85,56.95
M,-0.26,0.31,0.67,-3.54,-108.15,59.20
M,-0.15,0.24,0.77,-3.05,-111.45,41.38
M,-0.06,0.24,0.75,-4.39,-110.60,51.64
M,-0.02,0.28,0.88,-4.52,-121.34,45.10
M,-0.07,0.25,0.82,-15.93,-104.19,38.21
M,0.08,0.32,0.98,-6.96,-122.25,37.96
M,0.12,0.26,1.07,-5.86,-115.97,36.32
M,0.20,0.26,0.75,-19.53,-100.95,43.15
M,0.28,0.22,1.00,-18.01,-136.54,41.32
M,0.32,0.31,1.11,-18.25,-113.95,38.76
M,0.37,0.16,1.01,-33.94,-103.52,34.12
M,0.35,0.18,1.14,-35.34,-106.93,40.41
M,0.44,0.07,1.16,-5.25,-97.41,23.44
M,0.56,0.34,1.44,-5.80,-67.44,49.32
M,0.56,0.57,1.60,2.81,-34.18,36.38
M,0.57,0.44,1.37,8.97,26.61,-33.14
M,0.42,0.38,1.42,4.82,63.54,-47.85
M,0.36,0.37,1.59,16.97,96.56,-65.49
M,0.41,0.34,1.47,38.27,191.96,-76.54
