Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
C,0.05,-0.09,0.88,1.34,-3.30,3.78
C,0.07,-0.15,0.91,4.39,-8.67,-1.65
C,0.06,-0.14,0.95,1.77,-6.10,0.67
C,0.08,-0.13,1.00,5.80,-12.02,4.52
C,0.08,-0.10,1.00,5.80,-7.87,1.95
C,0.10,-0.19,0.98,5.92,-5.80,-0.67
C,0.08,-0.13,0.92,6.23,-3.30,4.09
C,0.06,-0.08,0.93,5.80,-2.08,2.38
C,0.07,-0.15,0.91,4.76,-4.64,-2.62
C,0.09,-0.14,0.94,6.29,-6.10,0.06
C,0.09,-0.09,0.98,10.56,-9.22,4.46
C,0.09,-0.11,1.01,14.16,-5.19,-0.49
C,0.12,-0.13,1.00,14.10,0.49,-6.04
C,0.08,-0.11,1.06,10.56,8.36,-4.58
C,0.10,-0.03,1.04,13.85,23.07,-12.57
C,-0.02,-0.30,1.26,39.31,44.98,-9.70
C,0.04,0.29,1.41,68.24,50.29,-5.80
C,0.04,0.51,1.46,90.88,71.53,-51.15
C,-0.38,0.20,1.42,143.31,74.40,-145.94
C,0.30,0.22,1.80,202.64,38.15,-175.60
C,-0.23,-0.20,0.86,58.41,101.01,-166.81
C,-0.35,-0.22,0.89,-22.09,88.99,-69.34
C,-0.38,-0.03,1.02,-35.58,77.21,-20.87
C,-0.47,0.11,0.62,-44.49,79.28,10.19
C,-0.35,0.13,0.89,-11.78,27.59,-5.25
C,-0.30,0.08,0.97,6.53,24.66,-18.19
C,-0.16,-0.28,1.04,-5.07,77.21,-29.17
C,-0.21,-0.46,0.88,-40.95,93.63,-1.95
C,-0.32,-0.35,0.77,-67.38,70.68,72.27
C,-0.19,0.36,0.55,-46.45,67.02,82.03
C,-0.44,-0.72,0.83,-5.62,30.52,7.39
C,-0.26,-0.07,0.49,-5.25,35.10,107.24
C,-0.31,-0.08,0.62,28.14,15.81,98.75
C,-0.28,0.03,0.54,26.86,4.15,101.38
C,-0.28,0.12,0.49,2.08,-16.36,104.80
C,-0.31,0.21,0.74,-15.87,-43.33,99.06
C,-0.28,0.05,0.63,-4.58,-15.56,99.67
C,-0.20,0.47,0.46,2.26,-30.09,119.38
C,-0.24,0.48,0.68,-5.92,-55.97,99.06
C,-0.21,0.29,0.73,-0.24,-56.52,80.26
C,-0.19,0.30,0.55,3.05,-55.54,90.45
C,-0.17,0.55,0.80,-9.03,-81.12,98.33
C,-0.15,0.60,0.81,-22.95,-77.27,66.65
C,-0.08,0.62,0.87,-6.10,-60.49,46.14
C,-0.08,0.50,0.88,-5.68,-67.20,32.35
C,-0.09,0.59,0.84,-15.38,-63.05,28.32
C,-0.06,0.73,0.83,-15.75,-64.76,17.76
C,-0.09,0.80,0.92,-20.63,-61.71,-12.27
C,-0.03,0.60,0.93,-36.38,-53.59,-50.60
C,-0.05,0.50,0.89,-45.35,-49.62,-58.53
C,-0.05,0.63,0.89,-38.27,-56.82,-68.24
C,-0.06,0.65,0.75,-55.05,-47.30,-103.33
C,-0.09,0.23,0.74,-73.24,-60.42,-132.14
C,-0.16,-0.18,0.64,-58.29,-72.94,-118.59
C,0.05,-0.53,0.93,-42.66,-92.10,-104.49
C,0.40,-0.51,1.74,-50.78,-92.53,-36.99
C,0.44,-0.28,1.88,-41.87,-26.43,-24.60
C,0.28,-0.35,1.35,-30.03,10.74,-26.55
C,0.05,-0.22,0.99,-16.78,18.86,-13.43
C,0.00,-0.17,0.95,-7.45,11.78,-2.56
C,0.04,-0.04,0.88,-5.68,9.22,4.58
C,0.04,-0.02,0.93,1.59,0.06,-0.06
C,0.06,-0.01,0.87,4.94,-0.31,-0.37
C,0.07,-0.01,0.90,1.53,-1.10,0.49
C,0.10,0.01,0.89,-2.32,-4.15,3.97
C,0.10,0.02,0.99,-1.46,-11.47,3.36
C,0.11,0.10,1.03,-1.28,-8.97,0.37
C,0.11,0.05,1.00,0.73,-3.66,-6.23
C,0.11,-0.00,0.99,1.16,-1.95,-5.98
C,0.10,-0.00,1.00,-0.12,-2.99,-0.31
C,0.07,0.05,1.02,-5.37,-4.15,0.00
C,0.08,-0.00,0.92,2.01,0.85,-6.47
C,0.08,-0.06,0.98,3.72,-3.91,-8.18
C,0.08,0.01,0.98,3.78,-5.68,2.08
C,0.08,-0.01,1.00,1.40,-6.29,-3.42
C,0.09,0.05,0.95,-0.24,-2.99,-2.20
C,0.09,-0.04,0.99,1.28,-6.53,-4.21
C,0.09,0.02,1.00,0.31,-4.76,-3.17
C,0.10,-0.01,1.00,0.49,-2.32,-5.49
C,0.10,-0.05,1.01,-0.43,-7.02,-6.84
C,0.08,-0.12,0.93,1.59,-2.81,-3.91
C,0.08,-0.03,1.01,0.43,-4.58,0.31
C,0.08,-0.01,0.94,3.30,0.55,-1.59
C,0.08,-0.05,0.95,5.80,-4.58,-0.55
C,0.06,0.07,0.95,1.77,-3.60,-0.61
C,0.06,0.03,1.01,1.71,-6.35,-4.52
C,0.12,-0.02,1.02,4.33,0.43,-3.66
C,0.16,0.02,1.11,8.97,3.17,-0.85
C,0.20,-0.01,1.10,13.61,18.25,-6.59
C,0.24,0.10,1.11,5.07,45.17,-24.84
C,0.24,-0.02,1.10,11.17,60.79,-44.62
C,0.13,0.09,1.02,10.56,76.42,-43.88
C,0.05,0.02,1.27,8.79,66.28,-78.67
C,-0.17,-0.22,1.09,1.46,99.49,-87.77
C,-0.22,0.19,1.05,-20.08,68.18,-64.45
C,-0.28,0.30,1.11,-15.26,87.46,-90.09
C,-0.40,0.13,1.03,-18.13,98.02,-113.65
C,-0.50,-0.39,0.96,-16.85,86.24,-105.65
C,-0.55,-0.26,0.71,-18.86,76.54,-62.38
C,-0.48,-0.25,0.83,-18.55,44.07,-48.34
C,-0.53,-0.62,0.71,-3.72,28.20,-22.52
C,-0.52,-0.42,0.56,-0.67,15.08,21.85
C,-0.54,0.06,0.66,-34.61,-14.40,7.26
C,-0.48,-0.26,0.91,-17.70,-16.11,-1.95
C,-0.47,-0.21,0.91,6.04,-1.40,-1.53
C,-0.32,-0.54,0.97,19.23,5.25,-11.90
C,-0.23,-0.40,1.00,2.14,10.01,29.97
C,-0.19,-0.58,1.05,16.11,13.73,35.64
C,-0.14,-0.69,0.80,27.53,26.86,85.39
C,-0.14,-0.30,0.71,21.61,15.69,120.12
C,-0.13,-0.01,0.92,20.94,9.09,101.62
C,-0.15,-0.41,0.63,47.42,33.14,100.71
C,-0.11,-0.32,0.63,56.27,12.51,135.62
C,-0.08,0.39,0.62,34.67,4.82,173.52
C,-0.10,0.41,0.63,24.11,-9.28,115.97
C,-0.18,0.15,0.57,21.30,-11.35,98.69
C,-0.15,0.20,0.45,25.63,-26.00,112.00
C,-0.10,0.53,0.51,15.20,-41.81,121.89
C,-0.13,0.62,0.50,-3.60,-52.37,81.54
C,-0.13,0.46,0.70,2.38,-67.63,66.53
C,-0.10,0.45,0.57,0.37,-63.60,60.24
C,-0.12,0.65,0.78,-17.58,-81.12,50.17
C,-0.01,0.71,0.74,-14.04,-85.08,30.33
C,-0.03,0.64,0.87,-20.69,-91.19,13.85
C,-0.08,0.74,0.94,-42.60,-95.40,-7.51
C,-0.01,0.93,1.08,-53.77,-88.81,-25.51
C,0.07,0.77,0.89,-58.90,-74.71,-82.40
C,0.01,0.74,0.95,-75.62,-75.01,-120.79
C,-0.01,0.17,1.02,-75.74,-74.10,-162.17
C,0.22,-0.64,1.20,-54.93,-71.29,-142.03
C,0.31,-0.73,1.50,-54.38,-62.62,-64.58
C,0.32,-0.47,1.65,-39.37,-40.71,-30.15
C,0.25,-0.46,1.35,-17.52,2.20,-33.33
C,0.15,-0.48,1.12,-6.65,7.39,-14.59
C,0.06,-0.01,0.93,-7.08,8.85,18.13
C,0.05,-0.02,0.97,-2.20,0.85,1.46
C,0.07,0.02,0.91,1.28,3.17,5.43
C,0.09,0.14,0.94,5.19,-3.72,3.85
C,0.09,0.08,0.91,1.89,-5.92,-3.78
C,0.11,0.04,0.99,-3.11,-7.51,-4.70
C,0.13,0.06,1.00,-3.97,-3.30,-1.59
C,0.12,0.09,0.99,1.04,-2.75,-3.11
C,0.11,0.02,0.98,3.60,-5.19,-7.39
C,0.11,0.02,1.05,0.24,-8.36,-6.29
C,0.11,0.04,1.04,-0.31,-2.75,-5.00
C,0.11,0.02,0.97,2.99,-0.79,-6.65
C,0.10,0.02,0.95,1.89,-2.14,-5.43
C,0.10,0.05,0.99,0.98,-4.94,-4.09
C,0.10,0.02,0.92,0.55,1.40,-8.18
C,0.10,-0.04,0.93,3.36,-3.05,-9.22
C,0.12,-0.04,0.92,2.20,-4.33,-2.93
C,0.13,0.01,0.98,0.79,-8.18,-0.31
C,0.15,0.02,1.05,-2.26,-6.47,-2.26
C,0.24,0.16,1.24,-7.39,4.33,-7.45
C,0.30,0.65,1.70,-29.24,22.83,-20.57
C,0.41,0.82,1.48,-82.28,142.46,-134.83
C,0.43,0.38,1.57,-71.66,173.89,-215.15
C,0.27,-0.01,1.04,-54.93,238.65,-249.51
C,-0.06,-0.81,0.79,3.48,202.27,-245.24
C,-0.45,-1.27,0.25,18.43,137.82,-141.66
C,-0.51,-0.90,0.71,-7.26,48.65,-30.58
C,-0.53,-0.64,0.79,1.59,40.16,14.83
C,-0.54,-0.21,0.98,-2.32,34.00,49.80
C,-0.50,-0.26,0.88,16.24,52.80,10.50
C,-0.56,-0.64,0.59,4.82,52.80,25.76
C,-0.54,-0.69,0.44,11.23,35.77,59.33
C,-0.45,-0.04,0.66,-7.87,0.98,95.03
C,-0.46,-0.24,0.80,12.57,-14.59,60.97
C,-0.42,-0.22,0.88,29.97,1.04,62.93
C,-0.39,-0.25,0.53,16.36,20.39,57.68
C,-0.36,-0.43,0.42,8.42,2.56,68.36
C,-0.29,-0.12,0.92,1.10,-22.89,108.95
C,-0.24,-0.09,0.83,10.80,-1.83,107.54
C,-0.21,0.12,0.75,4.88,-0.67,121.28
C,-0.14,-0.07,0.57,13.31,-25.33,117.37
C,-0.17,0.45,0.96,-8.00,-37.11,132.87
C,-0.15,0.40,0.85,-3.11,-21.06,103.82
C,-0.17,0.27,0.72,10.56,-12.88,86.49
C,-0.17,0.24,0.55,14.34,-14.40,85.14
C,-0.19,0.36,0.62,0.55,-38.57,88.13
C,-0.21,0.42,0.66,-1.65,-44.25,80.38
C,-0.20,0.51,0.70,-3.05,-47.42,65.73
C,-0.21,0.27,0.77,-10.13,-54.99,52.25
C,-0.19,0.52,0.80,-8.06,-57.62,61.89
C,-0.19,0.65,0.79,-10.38,-54.38,45.59
C,-0.23,0.47,0.82,-27.10,-71.90,24.90
C,-0.19,0.37,1.01,-32.59,-71.72,11.41
C,-0.10,0.50,0.78,-28.93,-68.24,9.40
C,-0.15,0.76,0.79,-32.35,-69.64,-15.62
C,-0.12,0.70,0.94,-43.15,-80.26,-47.97
C,-0.08,0.43,0.79,-51.39,-65.31,-79.90
C,-0.17,0.76,0.97,-55.66,-75.93,-90.09
C,-0.07,0.67,1.02,-64.58,-63.23,-141.91
C,0.12,-0.62,1.12,-55.05,-70.31,-171.39
C,0.20,-0.46,1.18,-48.03,-57.86,-90.76
C,0.20,-0.52,1.35,-65.49,-62.13,-66.35
C,0.25,-0.39,1.52,-44.92,-36.87,-44.92
C,0.25,-0.48,1.30,-20.69,-12.39,-40.10
C,0.16,-0.42,1.07,-12.88,0.00,-8.30
C,0.10,-0.01,1.01,-7.87,-2.50,7.81
C,0.09,-0.03,1.00,-3.17,-0.98,-3.36
C,0.09,-0.07,0.90,0.24,-5.37,-1.53
C,0.09,-0.03,0.98,2.93,-6.29,-1.46
C,0.12,-0.04,0.96,0.00,-3.42,-5.31
C,0.13,-0.19,1.01,-0.92,-6.41,-6.16
C,0.11,-0.09,1.00,2.20,-3.17,2.20
C,0.09,-0.05,0.98,0.61,-3.48,1.46
C,0.08,-0.04,0.98,0.12,-4.82,-0.06
C,0.10,-0.06,0.94,3.48,-1.77,-1.65
C,0.10,-0.04,1.00,0.18,-3.72,-0.85
C,0.10,-0.05,0.97,1.10,-2.08,-0.79
C,0.10,-0.06,0.95,2.75,-0.73,-3.05
C,0.09,-0.04,0.97,1.28,-1.77,-2.62
C,0.09,-0.02,0.97,0.92,-1.71,-3.91
C,0.11,-0.10,0.95,1.83,-2.56,-4.21
C,0.14,-0.12,1.04,4.27,-2.01,-0.73
C,0.19,-0.07,1.09,3.54,6.96,2.69
C,0.24,0.05,1.31,-4.09,22.09,-0.12
C,0.26,0.39,1.59,-25.39,46.81,-21.06
C,0.29,0.52,1.95,-3.72,134.70,-115.17
C,0.39,0.25,1.74,-19.53,198.73,-183.59
C,-0.01,-0.82,0.82,1.89,242.13,-201.66
C,-0.32,-0.24,0.58,-7.57,198.24,-97.17
C,-0.51,-0.26,0.55,12.33,156.25,-99.85
C,-0.61,-0.47,0.51,16.85,126.22,-70.07
C,-0.61,-0.47,0.35,19.35,67.08,-27.77
C,-0.65,-0.68,0.39,18.13,42.97,-10.62
C,-0.63,-0.02,0.55,-14.40,10.44,58.78
C,-0.55,-0.25,0.72,18.62,7.26,-0.85
C,-0.52,-0.46,0.81,17.03,0.98,19.10
C,-0.43,-0.32,0.82,2.26,-9.09,58.84
C,-0.42,-0.12,0.82,1.04,-5.19,75.44
C,-0.38,0.07,0.66,-5.68,-11.66,52.55
C,-0.22,-0.55,0.78,1.04,-23.80,42.79
C,-0.22,-0.75,0.84,-4.64,-26.67,91.13
C,-0.18,0.18,0.68,-15.87,-20.20,162.48
C,-0.19,0.12,0.83,-7.26,-33.75,108.09
C,-0.23,-0.09,0.81,14.04,-19.23,99.30
C,-0.20,-0.14,0.65,15.81,-23.01,120.36
C,-0.19,0.30,0.74,-7.51,-31.01,140.38
C,-0.23,0.36,0.79,-5.62,-37.60,99.73
C,-0.23,0.24,0.69,11.72,-17.03,81.18
C,-0.22,0.22,0.63,11.23,-24.48,81.67
C,-0.26,0.39,0.70,-12.88,-51.51,83.98
C,-0.25,0.33,0.75,-9.58,-48.58,71.11
C,-0.19,0.46,0.79,-3.85,-46.33,67.32
C,-0.21,0.58,0.82,-18.80,-55.66,48.22
C,-0.22,0.44,0.84,-21.06,-55.79,24.35
C,-0.15,0.41,0.85,-19.10,-62.38,12.51
C,-0.24,0.49,0.77,-27.65,-56.70,8.12
C,-0.25,0.50,0.97,-24.90,-69.09,-8.18
C,-0.13,0.38,1.00,-27.83,-63.60,-27.22
C,-0.08,0.39,1.04,-34.00,-62.01,-33.63
C,-0.13,0.32,1.05,-28.56,-59.63,-46.02
C,-0.14,0.33,1.07,-14.28,-48.28,-57.19
C,-0.08,0.28,1.16,-1.89,-43.09,-71.35
C,0.00,0.06,1.08,-3.17,-37.11,-71.23
C,-0.04,0.09,1.06,-30.27,-41.93,-53.10
C,-0.02,0.29,1.13,-33.63,-37.17,-50.72
C,-0.02,0.16,0.95,-18.19,-20.81,-74.34
C,-0.10,-0.04,0.69,-17.21,-26.86,-91.31
C,-0.14,-0.32,0.62,-30.27,-41.56,-84.66
C,0.08,-0.62,0.75,-40.41,-66.83,-38.94
C,0.27,-0.37,1.33,-35.52,-79.96,1.59
C,0.38,-0.16,1.48,-32.71,-52.31,-1.40
C,0.33,-0.24,1.34,-18.80,-13.79,-9.64
C,0.23,-0.20,1.17,-9.46,-5.49,-5.00
C,0.12,-0.19,0.96,-10.74,4.70,1.59
C,0.10,-0.04,0.90,-1.16,0.43,3.11
C,0.10,-0.02,0.99,0.79,-4.94,2.69
C,0.11,-0.01,0.97,2.08,-6.71,-0.61
C,0.12,-0.04,0.95,1.77,-2.20,-2.56
C,0.12,-0.05,1.05,2.32,-7.69,-0.12
C,0.12,-0.05,1.02,1.95,-8.54,-1.71
C,0.13,0.03,1.00,0.00,-2.75,1.22
C,0.13,-0.01,1.01,2.56,-3.60,-6.23
C,0.12,-0.02,0.94,2.99,0.67,-8.30
C,0.12,-0.09,0.95,5.43,-1.59,-8.06
C,0.12,-0.08,0.98,1.40,-5.98,-0.92
C,0.12,-0.04,0.93,1.34,-2.87,-0.12
C,0.13,-0.09,1.01,3.60,-5.55,-5.31
C,0.17,-0.08,1.06,1.28,-1.40,-2.44
C,0.21,-0.08,1.08,4.09,7.63,-1.71
C,0.27,-0.06,1.18,11.78,27.47,-3.36
C,0.25,-0.00,1.22,10.56,44.01,-2.20
C,0.26,0.14,1.19,15.20,66.77,-26.73
C,0.23,0.40,1.50,29.48,87.71,-79.90
C,0.12,0.05,1.21,50.11,134.46,-139.22
C,-0.24,-0.51,0.67,44.62,107.06,-123.78
C,-0.40,-0.09,1.20,1.59,58.35,-55.11
C,-0.45,0.33,1.34,0.92,75.93,-57.13
C,-0.50,-0.17,1.14,20.26,105.16,-86.30
C,-0.49,-0.32,0.84,18.92,109.92,-65.61
C,-0.57,-0.45,0.68,13.24,74.16,-22.89
C,-0.52,0.10,0.79,-3.23,37.29,20.26
C,-0.51,0.05,0.75,-10.07,40.28,-12.45
C,-0.51,-0.22,0.79,3.54,45.72,-18.74
C,-0.47,-0.42,0.54,16.11,48.40,-9.16
C,-0.40,-0.33,0.48,7.93,18.49,21.30
C,-0.27,0.10,0.81,-27.47,-32.47,34.30
C,-0.20,-0.25,1.16,-7.69,-18.25,9.22
C,-0.13,-0.49,0.85,-4.76,2.20,44.62
C,-0.13,-0.33,0.80,-16.72,-13.37,98.27
C,-0.09,0.22,0.98,-15.20,-17.76,113.59
C,-0.10,-0.10,0.91,19.78,13.55,56.64
C,-0.21,-0.27,0.69,13.24,13.06,91.74
C,-0.24,-0.00,0.62,-0.12,3.91,120.97
C,-0.24,0.52,0.67,0.18,-17.15,119.51
C,-0.26,0.33,0.72,3.78,-16.97,79.59
C,-0.24,0.10,0.54,7.02,-9.89,83.31
C,-0.28,0.41,0.61,-6.65,-32.53,99.49
C,-0.25,0.53,0.63,-9.70,-38.51,87.22
C,-0.27,0.29,0.71,-5.00,-45.90,59.45
C,-0.25,0.45,0.70,-4.58,-46.69,66.28
C,-0.23,0.51,0.73,-11.90,-58.65,60.00
C,-0.19,0.44,0.89,-25.82,-75.87,39.55
C,-0.21,0.53,0.83,-17.76,-63.17,34.91
C,-0.19,0.64,0.89,-11.29,-58.84,12.33
C,-0.10,0.49,0.90,-23.01,-60.67,-17.15
C,-0.09,0.34,0.81,-23.68,-60.36,-24.41
C,-0.15,0.58,1.11,-17.70,-64.70,-30.40
C,-0.07,0.29,1.15,-4.09,-53.77,-73.43
C,-0.04,0.28,1.19,-6.47,-47.24,-64.51
C,-0.03,0.31,1.12,-23.80,-48.40,-66.04
C,-0.02,0.35,0.96,-41.99,-34.42,-67.57
C,-0.08,0.12,1.04,-29.05,-42.42,-88.50
C,-0.07,0.06,0.99,-32.59,-36.38,-84.47
C,-0.06,0.03,1.01,-35.71,-34.48,-81.05
C,-0.08,0.07,0.99,-25.15,-28.87,-81.73
C,-0.04,-0.27,0.88,-27.28,-29.30,-90.52
C,0.03,-0.44,0.84,-40.77,-38.51,-69.46
C,0.24,-0.48,1.15,-19.23,-49.68,-30.27
C,0.36,-0.16,1.35,-17.58,-35.03,-6.41
C,0.36,-0.34,1.29,-8.00,-16.24,-17.21
C,0.24,-0.27,1.13,4.76,-1.83,1.46
C,0.15,-0.15,0.98,3.91,2.69,9.64
C,0.08,0.05,0.98,1.40,-0.92,11.29
C,0.06,-0.01,0.89,4.39,0.92,5.07
C,0.05,0.04,0.92,-1.95,-5.25,8.36
C,0.06,0.13,1.00,1.04,-11.96,2.01
C,0.09,-0.01,0.96,5.00,-3.91,-6.16
C,0.09,0.03,1.11,4.64,-17.46,0.31
C,0.10,0.06,0.98,1.77,-4.58,2.38
C,0.09,0.07,1.04,1.10,-9.95,-3.05
C,0.09,0.02,0.94,1.34,-1.65,-2.62
C,0.09,-0.01,1.00,0.55,-7.63,-5.98
C,0.10,0.00,0.97,2.01,-3.85,-5.13
C,0.10,-0.07,0.95,2.01,-1.83,-4.82
C,0.12,-0.04,0.98,-0.55,-4.09,-0.06
C,0.14,-0.03,1.04,0.24,-0.37,2.93
C,0.14,-0.03,1.08,1.59,7.32,-1.10
C,0.18,0.02,1.25,-1.22,12.51,1.46
C,0.11,0.13,1.44,-0.73,33.14,-3.91
C,0.02,0.25,1.32,-3.05,56.76,-20.32
C,-0.09,0.15,1.27,-6.10,69.21,-55.60
C,-0.15,0.02,1.21,7.08,67.99,-66.89
C,-0.16,-0.00,1.20,15.38,78.37,-65.98
C,-0.24,-0.01,1.02,14.22,83.74,-65.61
C,-0.24,-0.10,1.07,25.21,88.01,-70.68
C,-0.29,-0.14,1.01,26.79,91.31,-64.88
C,-0.25,-0.29,1.00,24.17,99.55,-62.62
C,-0.13,-0.35,0.78,13.61,110.66,-44.37
C,-0.20,-0.41,0.98,7.51,52.19,5.49
C,-0.19,-0.24,0.92,-7.32,57.62,31.74
C,-0.21,-0.20,0.99,-2.87,55.11,41.44
C,-0.23,-0.19,0.71,11.96,64.64,48.46
C,-0.25,-0.25,0.64,9.77,47.61,64.51
C,-0.27,-0.25,0.62,1.04,34.73,83.86
C,-0.28,-0.06,0.57,1.10,27.28,112.12
C,-0.26,0.20,0.57,6.59,17.21,120.12
C,-0.28,0.29,0.54,3.66,-1.28,91.49
C,-0.25,0.05,0.57,-4.27,-10.56,81.73
C,-0.25,0.07,0.58,-6.71,-24.96,97.05
C,-0.26,0.27,0.59,3.60,-27.40,113.65
C,-0.22,0.52,0.59,-10.50,-37.78,107.97
C,-0.21,0.50,0.67,-13.00,-43.95,88.20
C,-0.22,0.24,0.60,-4.39,-53.10,61.34
C,-0.18,0.22,0.80,-3.05,-60.06,73.06
C,-0.15,0.71,0.80,-14.77,-57.50,87.10
C,-0.17,0.54,0.79,-21.48,-63.96,35.89
C,-0.16,0.38,0.98,-10.50,-62.99,24.29
C,-0.05,0.60,0.86,-16.48,-58.23,29.72
C,-0.15,0.76,0.86,-31.74,-59.81,11.35
C,-0.13,0.66,0.90,-34.00,-66.35,-22.95
C,-0.05,0.51,1.09,-32.35,-65.49,-38.02
C,-0.12,0.47,0.86,-34.55,-46.81,-45.96
C,-0.17,0.52,1.12,-42.97,-70.01,-58.59
C,-0.03,0.36,0.83,-49.87,-52.00,-90.15
C,-0.04,0.17,1.08,-45.90,-62.81,-98.57
C,-0.16,0.29,1.01,-38.21,-46.63,-87.71
C,-0.13,0.13,1.19,-37.72,-39.55,-112.00
C,0.02,-0.01,0.98,-35.58,-19.35,-116.39
C,0.11,-0.48,1.19,-13.37,-41.44,-92.77
C,0.17,-0.38,1.23,-17.27,-33.69,-57.92
C,0.25,-0.33,1.26,-28.14,-28.02,-25.76
C,0.20,-0.24,1.16,-9.77,-9.28,-14.95
C,0.18,-0.19,1.05,-3.05,-2.81,-10.93
C,0.10,-0.18,0.97,-8.30,-2.81,-2.01
C,0.07,-0.07,0.94,-1.46,-3.05,4.21
C,0.05,-0.04,0.89,-0.31,-6.96,4.94
C,0.05,0.05,0.89,-1.22,-3.97,5.92
C,0.06,0.06,1.07,0.37,-14.53,2.20
C,0.07,0.05,0.97,0.43,-10.13,-1.71
C,0.05,0.02,0.97,-0.43,-2.26,-0.61
C,0.06,0.02,1.08,2.56,-10.44,-2.50
C,0.07,0.05,0.99,0.49,-3.30,-2.32
C,0.07,-0.01,1.01,1.46,-1.83,-5.19
C,0.06,0.02,1.05,1.89,-6.23,-3.30
C,0.06,0.06,0.94,-0.67,-0.92,-4.88
C,0.08,-0.00,1.03,-0.37,-4.64,-6.41
C,0.09,-0.02,0.97,3.42,-0.67,-2.32
C,0.07,-0.03,0.91,3.60,-0.31,-0.37
C,0.06,-0.01,0.96,5.68,-2.99,2.56
C,0.05,-0.01,0.97,0.00,-6.23,-1.22
C,0.06,0.03,0.97,-3.30,-2.75,0.85
C,0.07,0.09,1.07,0.37,-11.54,-2.93
C,0.07,-0.05,1.02,-0.18,-6.47,-11.78
C,0.07,-0.06,1.03,-4.82,-1.77,-6.23
C,0.07,-0.04,1.06,0.00,-2.01,-2.93
C,0.05,-0.08,0.97,2.81,0.43,-2.44
C,0.04,-0.01,0.90,1.77,-0.61,0.24
C,0.05,0.00,0.95,-0.31,3.48,1.77
C,0.04,0.02,0.96,2.01,-0.55,1.28
C,0.03,-0.01,0.93,2.99,-1.16,-2.81
C,0.03,0.03,0.90,1.28,-2.56,-3.05
C,0.06,-0.00,0.95,0.85,-6.71,-2.14
C,0.07,-0.00,0.98,1.77,-6.23,-2.75
C,0.06,-0.01,0.94,3.78,-5.86,-0.37
C,0.07,0.00,0.94,3.17,-6.16,-5.31
C,0.09,0.02,1.10,-0.49,-10.99,-5.00
C,0.07,-0.01,1.12,1.59,2.44,-4.21
C,0.08,0.05,1.18,2.75,12.63,-0.43
C,0.07,0.15,1.10,0.79,26.67,-5.68
C,0.08,0.14,1.23,-5.00,36.87,-24.78
C,-0.00,0.25,1.19,-1.65,72.57,-40.10
C,-0.09,0.05,1.18,17.76,63.48,-70.37
C,-0.17,-0.16,1.11,6.71,74.04,-54.26
C,-0.20,0.10,1.05,-0.55,75.07,-34.55
C,-0.36,-0.08,0.89,6.71,62.44,-59.02
C,-0.45,-0.38,0.78,-4.03,40.47,-41.81
C,-0.43,-0.24,0.72,-20.26,19.41,-12.33
C,-0.30,0.13,0.82,-21.30,-4.70,-5.86
C,-0.15,-0.20,1.12,21.24,6.41,-29.36
C,-0.13,-0.39,0.81,13.92,24.84,-12.88
C,-0.05,-0.21,1.28,1.04,-27.28,28.69
C,0.04,-0.23,1.34,3.72,0.06,31.56
C,0.06,-0.21,1.36,20.94,28.44,41.20
C,-0.02,-0.18,1.11,8.91,58.90,37.23
C,-0.10,-0.27,0.78,4.52,69.34,41.81
C,-0.20,-0.26,0.69,2.62,48.83,59.20
C,-0.21,-0.16,0.72,18.80,37.48,87.71
C,-0.19,0.13,0.68,21.61,42.18,95.03
C,-0.23,0.13,0.47,21.91,26.00,83.80
C,-0.24,0.17,0.70,11.41,4.58,77.76
C,-0.22,0.19,0.68,11.41,-5.07,85.88
C,-0.20,0.18,0.60,26.00,-4.03,78.43
C,-0.16,0.16,0.58,22.22,-7.02,76.54
C,-0.11,0.20,0.60,16.72,-21.00,80.57
C,-0.15,0.31,0.57,13.92,-36.68,81.05
C,-0.14,0.43,0.71,8.54,-44.80,76.60
C,-0.13,0.33,0.71,2.20,-45.59,56.21
C,-0.11,0.36,0.71,-1.28,-47.73,57.31
C,-0.12,0.65,0.86,-13.73,-53.28,54.50
C,-0.09,0.50,0.81,-18.92,-58.53,18.68
C,-0.10,0.50,0.94,-22.71,-67.02,16.85
C,-0.06,0.58,0.98,-28.08,-62.01,2.75
C,-0.00,0.53,0.97,-35.46,-55.91,-17.09
C,-0.05,0.44,0.89,-42.42,-54.69,-28.69
C,-0.07,0.40,1.01,-45.04,-58.23,-38.51
C,-0.02,0.36,1.04,-42.60,-60.18,-45.10
C,0.05,0.43,1.08,-50.78,-51.88,-54.14
C,-0.02,0.40,1.07,-51.39,-41.93,-78.49
C,-0.05,0.39,1.22,-59.39,-37.17,-92.53
C,-0.02,0.15,0.93,-66.59,-14.53,-127.01
C,-0.01,-0.16,0.95,-30.70,-22.52,-123.60
C,0.06,-0.37,0.83,-36.32,-25.09,-114.26
C,0.19,-0.64,1.05,-52.37,-38.64,-74.52
C,0.25,-0.44,1.19,-34.48,-35.28,-43.70
C,0.30,-0.36,1.25,-10.62,-17.52,-36.44
C,0.22,-0.37,1.08,-9.58,-9.28,-20.81
C,0.17,-0.33,1.05,-12.82,-8.12,-10.99
C,0.14,-0.18,1.01,-9.09,-0.24,-1.59
C,0.11,-0.19,1.02,-2.01,-2.75,-3.11
C,0.11,-0.12,0.86,-2.01,0.98,2.08
